PID,Retalhista,Nome,Marca,Marca_Padronizada,Quantidade,Formato
4041968,Auchan,GELADO SANDWICH MAXIBON 1 GRÁTIS 4X140ML,MAXIBON,MAXIBON,1 G,
1146231,Auchan,GELADO OLÁ FIZZ LIMÃO 6X60ML,OLÁ,Olá,60ML,Sticks
6787631,Continente,Gelado Manga e Framboesa Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
8028362,Continente,Gelado Belgian Chocolate Collection Minicups Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Cups
7584214,Continente,Gelado Fresh Limão e Morango Continente,Continente,Continente,emb. 6 un,Pots
1152235,Auchan,GELADO NUTRÉGI SEM LACTOSE NATA 500ML,NUTRÉGI,Nutrégi,500ML,Pints
3732037,Auchan,GELADO BEN & JERRY'S HALF BAKED 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
8834723,Continente,Gelado Creamy Manteiga de Amendoim Snickers,Snickers,Snickers,emb. 234 ml (6 un),Bars
8066839,Continente,Gelado Caramel & Nuts Magnum,Magnum,Magnum,emb. 256 ml (4 un),Bars
971819,PingoDoce,Panquecas de Banana e Espelta Congeladas,Pingo Doce,Pingo Doce,"0.24 Kg | 13,71 €/Kg",Other
3892001,Auchan,GELADO OLÁ PERNA DE PAU CONE 4X90ML,OLÁ,Olá,90ML,Cones
8844378,Continente,Gelado Mochi Limão Yuzu Continente,Continente,Continente,emb. 210 gr (6 un),
1110594,Auchan,GELADO HÄAGEN-DAZS CARAMEL ATTRACTION 4X95ML,HÄAGEN-DAZS,Häagen-Dazs,95ML,Cups
8834698,Continente,Gelado Manga e Maracujá La Menorquina,La Menorquina,La Menorquina,emb. 400 ml (4 un),
3891927,Auchan,GELADO PALITO AUCHAN MINI SORTIDOS 8X45ML,AUCHAN,Auchan,45ML,Sticks
8037736,Continente,Gelado Caramelo e Manteiga de Amendoim com cobertura Chocolate Branco Snickers,Snickers,Snickers,emb. 264 ml (6 un),Bars
3890659,Auchan,GELADO AUCHAN FRUTOS VERMELHOS 900ML,AUCHAN,Auchan,900ML,Tubs
4041953,Auchan,GELADO PALITO LOTUS BISCOFF 3X90ML,LOTUS,LOTUS,90ML,
8033537,Continente,Gelado Morango e Framboesa Pink Albatross,Pink Albatross,Pink Albatross,emb. 260 ml (4 un),Sticks
970901,PingoDoce,Crepes com Chocolate Congelados,Pingo Doce,Pingo Doce,"0.54 Kg | 5,72 €/Kg",Other
3773848,Auchan,GELADO CARTE D'OR VANILLA PECAN 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
1044460,Auchan,SORBET AUCHAN TANGERINA 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
4038144,Auchan,GELADO PINT LOTUS BISCOFF 425ML,LOTUS,LOTUS,425ML,
986157,Auchan,GELADO AUCHAN DE NATA 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3760443,Auchan,GELADO HÄAGEN-DAZS COFFEE 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
6923826,Continente,Gelado Classicone Baunilha Continente,Continente,Continente,emb. 660 ml (6 un),Cones
8751079,Continente,Gelado Bombom Chocolate de Leite e Cereja Magnum,Magnum,Magnum,emb. 204 ml (12 un),Bites
7616133,Continente,O Gelado Maracujá Vegan,O Gelado,O Gelado,emb. 460 ml,Pints
4013916,Auchan,GELADO MAGNUM BOMBONS CHOCOLATE BRANCO E CEREJA 12X17ML,MAGNUM,Magnum,17ML,Bites
8109735,Continente,"Gelado Cone Soja, Chocolate e Avelã Valsoia",Valsoia,Valsoia,emb. 300 gr (4 un),Cones
4014166,Auchan,GELADO OLÁ FEAST CARAMELO 4X90ML,OLÁ,Olá,90ML,Sticks
6588803,Continente,Gelado Manteiga de Amendoim Crunch Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
3631499,Auchan,GELADO CONE AUCHAN COCO 6X120ML,AUCHAN,Auchan,120ML,Cones
8113590,Continente,Gelado Mini Chocolate Branco e Amêndoa Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
8093286,Continente,Gelado Cookie Pepitas de Chocolate Valsoia,Valsoia,Valsoia,emb. 90 gr,Sandwich
3903234,Auchan,GELADO AUCHAN COCO COM COCO RALADO 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
4013917,Auchan,GELADO PINT MAGNUM PISTACHO 440ML,MAGNUM,Magnum,440ML,Pints
8753636,Continente,Gelado Mochi Caramelo Vegan Little Moons,Little Moons,Little Moons,emb. 6 un,Bites
3903272,Auchan,GELADO CONE AUCHAN BAUNILHA PRALINÉ 6X120ML,AUCHAN,Auchan,120ML,Cones
8753637,Continente,Gelado Magnífico Chocolate Branco com Amêndoa Continente,Continente,Continente,emb. 600 gr (6 un),Sticks
8830556,Continente,Gelado Lemon Piefection Continente,Continente,Continente,emb. 500 ml,
4038156,Auchan,GELADO PALITO LOTUS MINI BISCOFF 6X55ML,LOTUS,LOTUS,55ML,
1054988,Auchan,TARTE GELADA AUCHAN NATA COM COBERTURA CHOCOLATE 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
8037364,Continente,Gelado Morango e Banana Danonino,Danonino,Danonino,emb. 300 gr (6 un),Sticks
6787602,Continente,Gelado Pralines & Cream Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
1088131,Auchan,GELADO OLÁ MULTIPACK CALIPPO SUPERMIX 525ML,OLÁ,Olá,525ML,Pots
3732192,Auchan,GELADO CARTE D'OR SALTED CARAMEL 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
8033538,Continente,Manga e Maracujá,Pink Albatross,Pink Albatross,emb. 640 gr (4 un),Sticks
3890876,Auchan,GELADO VEGETAL MINI NATURATTIVA COCO CACAU 200G (4UN),NATURATTIVA,Naturattiva,200G,Sticks
7613772,Continente,O Gelado Tarte Amêndoa,O Gelado,O Gelado,emb. 490 ml,Pints
1096657,Auchan,GELADO AUCHAN MENTA E CHOCOLATE PRETO 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3773850,Auchan,GELADO MAGNUM DOUBLE CARAMEL CHOC 6X55ML,MAGNUM,Magnum,55ML,Sticks
7759366,Continente,Gelado Straccia-Coco Vegan sem Glúten Pink Albatross,Pink Albatross,Pink Albatross,emb. 480 ml,Pints
8037362,Continente,Gelado de Chocolate com recheio de Coco Bounty,Bounty,Bounty,emb. 300 ml (6 un),Bars
3617291,Auchan,GELADO VIENNETTA SALTED CARAMEL 650ML,VIENNETTA,Viennetta,650ML,Cakes
3890870,Auchan,SORVETE BIO FACTORY AÇAÍ 480ML,BIO FACTORY,Bio Factory,480ML,Pints
4038154,Auchan,GELADO SANDWICH LOTUS BISCOFF 4X80ML,LOTUS,LOTUS,80ML,
8240591,Continente,Gelado Brookies & Cream Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
3210521,Auchan,GELADO NUTRÉGI SEM AÇÚCAR ADICIONADO TIRAMISU 500ML,NUTRÉGI,Nutrégi,500ML,Pints
8239709,Continente,Gelado Utopia Double Avelã Magnum,Magnum,Magnum,emb. 255 ml (3 un),Sticks
3609104,Auchan,GELADO BEN & JERRY'S DULCE DE-LISH SUNDAE 427ML,BEN & JERRY'S,Ben & Jerry's,427ML,Pints
4704539,Continente,Gelado Perna de Pau Olá,Olá,Olá,emb. 420 ml (6 un),Sticks
3599353,Auchan,SORVETE TRIBE GOIABA 160 ML,TRIBE,Tribe,160 ML,Pints
798907,Auchan,GELADO AUCHAN CAFÉ COM PEPITAS CAFÉ E CHOCOLATE PRETO 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3355728,Auchan,GELADO VEGAN O GELADO MORANGO 460ML,O GELADO,O Gelado,460ML,Pints
3155942,Auchan,GELADO B&J CARAMEL BROWNIE PARTY 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
7987774,Continente,Gelado Nutella,Nutella,Nutella,emb. 470 ml,Pints
6949004,Continente,Gelado Chocolate Continente,Continente,Continente,emb. 1 lt,Tubs
6787746,Continente,Gelado Belgian Chocolate Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
3882668,Auchan,GELADO AUCHAN COLLECTION CHEESECAKE MORANGO 450ML,AUCHAN COLLECTION,Auchan,450ML,Pints
3737477,Auchan,GELADO MAGNUM CHOCO BRANCO & MORANGO 4X100ML,MAGNUM,Magnum,100ML,Sticks
3801219,Auchan,GELADO VEGAN SWEE FRAMBOESA PISTACIO 450 ML,SWEE,Swee,450 ML,Pints
3155973,Auchan,GELADO B&J COOKIE DOUGH 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
779967,Auchan,GELADO AUCHAN BAUNILHA 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3352054,Auchan,GELADO SNICKERS 6X48G,SNICKERS,Snickers,48G,Bars
7976847,Continente,Gelado Rol Olá,Olá,Olá,emb. 360 ml,Sticks
3170552,Auchan,GELADO OLÁ FEAST 4X90ML,OLÁ,Olá,90ML,Sticks
2241172,Auchan,GELADO AUCHAN CONE NATA 6X120ML,AUCHAN,Auchan,120ML,Cones
8020344,Continente,Gelado Cone Brigadeiro Cornetto,Cornetto,Cornetto,emb. 480 ml (4 un),Cones
8021790,Continente,Açaí Biológico Oakberry,Oakberry,Oakberry,emb. 473 ml,Pints
7456964,Continente,Gelado Menta Continente,Continente,Continente,emb. 950 ml,Tubs
244658,Auchan,GELADO HÄAGEN-DAZS DOCE DE LEITE 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
3778810,Auchan,GELADO MAGNUM BOMBONS BILLIONAIRE 12X17ML,MAGNUM,Magnum,17ML,Bites
7987798,Continente,Gelado Chocolate Kinder,Kinder,Kinder,emb. 220 ml (4 un),Sticks
991271,PingoDoce,Framboesas Cobertas de Chocolate Negro,Pingo Doce,Pingo Doce,"0.1 Kg | 26,9 €/Kg",Bites
2378770,Auchan,GELADO AUCHAN DOCE DE LEITE 900ML,AUCHAN,Auchan,900ML,Tubs
3482671,Auchan,GELADO AUCHAN AVELÃ COM CHOCOLATE DE LEITE 4X70ML,AUCHAN,Auchan,70ML,Sticks
6949002,Continente,Gelado Baunilha Continente,Continente,Continente,emb. 1 lt,Tubs
671030,PingoDoce,Gelado Perna de Pau,Olá,Olá,"0.42 L | 7,12 €/L",Sticks
3879313,Auchan,GELADO CARTE D'OR BAUNILHA 1.3L,CARTE D'OR,Carte D'Or,Quantidade não disponível,Tubs
7411089,Continente,Gelado Banana Split Continente,Continente,Continente,emb. 950 ml,Tubs
7947223,Continente,Gelado Stracciatella Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
991270,PingoDoce,Framboesas Cobertas de Chocolate de Leite,Pingo Doce,Pingo Doce,"0.1 Kg | 26,9 €/Kg",Bites
7785012,Continente,Gelado Brownie Caramelo Chunks Oh My Moo,Oh My Moo,Oh My Moo,emb. 500 ml,Pints
3155938,Auchan,GELADO B&J STRAWBERRY CHEESECAKE 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
3818306,Auchan,GELADO THE ICELY BROTHERS PISTÁCHIO BIO VEGAN 460ML,THE ICELY BROTHERS,The Icely Brothers,460ML,Pints
6787749,Continente,Gelado Speculoos Caramel Biscuit & Cream Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
3290415,Auchan,GELADO PINT MAGNUM DOUBLE GOLD CARAMEL 440ML,MAGNUM,Magnum,440ML,Pints
3328942,Auchan,GELADO CARTE D'OR BAUNILHA MORANGO 1.7L,CARTE D'OR,Carte D'Or,Quantidade não disponível,Tubs
3774390,Auchan,GELADO BOUNTY 6X39.1G,BOUNTY,Bounty,1G,Bars
7975656,Continente,"Gelado Mini Chocolate Clássico, Amêndoa e Chocolate Branco Magnum",Magnum,Magnum,emb. 550 ml (10 un),Sticks
3736046,Auchan,SANDWICH OLÁ DISNEY LION KING 4X60ML,OLÁ,Olá,60ML,Sandwich
6851067,Continente,Gelado Amêndoa Vegan Magnum,Magnum,Magnum,emb. 270 ml (3 un),Sticks
3328941,Auchan,GELADO CARTE D'OR BAUNILHA E CHOCOLATE 1.7L,CARTE D'OR,Carte D'Or,Quantidade não disponível,Tubs
3306279,Auchan,GELADO CORNETTO CHOCOLATE 6X90ML,CORNETTO,Cornetto,90ML,Cones
7411087,Continente,"Gelado Café, Chocolate Branco e Caramelo Continente",Continente,Continente,emb. 950 ml,Tubs
7975650,Continente,Gelado Chocolate Branco e Morango Magnum,Magnum,Magnum,emb. 400 ml (4 un),Sticks
986129,Auchan,SORBET AUCHAN DE LIMÃO 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3599360,Auchan,SORVETE TRIBE COCO 160 ML,TRIBE,Tribe,160 ML,Pints
7975652,Continente,Gelado Chocolate Clássico Magnum,Magnum,Magnum,emb. 440 ml,Pints
759796,PingoDoce,Miolo de Camarão 40/60 Congelado,Pescanova,Pescanova,"0.2 Kg | 22,95 €/Kg",
6787748,Continente,Gelado Caramelo Salgado Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
7974309,Continente,Gelado Mini Chocolate e Amêndoa Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
3883145,Auchan,GELADO AUCHAN COLLECTION CARAMELO COM FLOR DE SAL 450ML,AUCHAN COLLECTION,Auchan,450ML,Pints
607428,Auchan,GELADO VIENNETTA CHOCOLATE 650ML,VIENNETTA,Viennetta,650ML,Cakes
7164607,Continente,Gelado Frutipop Continente,Continente,Continente,emb. 368 ml (8 un),Sticks
3355734,Auchan,GELADO VEGAN O GELADO MARACUJÁ 460ML,O GELADO,O Gelado,460ML,Pints
3152890,Auchan,GELADO B&J PEANUT BUTTER CUP 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
7893268,Continente,Gelado Mochi Maracujá e Manga Vegan Little Moons,Little Moons,Little Moons,emb. 6 un,Bites
7975641,Continente,Gelado Menta Magnum,Magnum,Magnum,emb. 300 ml (3 un),Sticks
634554,Auchan,GELADO AUCHAN MINI SANDWICH NATA 6X85ML,AUCHAN,Auchan,85ML,Sandwich
7975657,Continente,Gelado Spectacu-Love Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
3306529,Auchan,GELADO MAGNUM MINI DOUBLE BILLIONAIRE 6X55ML,MAGNUM,Magnum,55ML,Sticks
779956,Auchan,GELADO AUCHAN MORANGO COM PEDAÇOS DE MORANGO 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
4020304,Continente,Gelado Chocolate de Menta Les Authentiques Carte DOr,Carte DOr,Carte D'Or,emb. 1 lt,Tubs
3846703,Auchan,GELADO AUCHAN TUB IGLOO 20UN 800ML,AUCHAN,Auchan,800ML,Tubs
3801313,Auchan,SORVETE TRIBE AÇAÍ 900 ML,TRIBE,Tribe,900 ML,Tubs
976275,Auchan,GELADO CARTE D'OR MENTA 1000ML,CARTE D'OR,Carte D'Or,1000ML,Tubs
7371928,Continente,Gelado Cone Clássico Cornetto,Cornetto,Cornetto,emb. 540 ml (6 un),Cones
3485536,Auchan,GELADO AUCHAN STRACCIATELLA 900ML,AUCHAN,Auchan,900ML,Tubs
42352,Auchan,GELADO HÄAGEN-DAZS BAUNILHA 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
2461056,Auchan,GELADO MAGNUM PINT CLÁSSICO 440ML,MAGNUM,Magnum,440ML,Pints
8020303,Continente,Gelados Coco Metades sem Glúten Continente,Continente,Continente,emb. 2 un,Pints
8025068,Continente,Gelado After Dinner Magnum,Magnum,Magnum,emb. 280 ml (8 un),Bites
3585223,Auchan,SORVETE TRIBE GRAVIOLA 160 ML,TRIBE,Tribe,160 ML,Pints
3890541,Auchan,GELADO AUCHAN CHOCOLATE PRETO COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
7558971,Continente,Gelado Exotic Solero,Solero,Solero,emb. 270 ml (3 un),Sticks
7781536,Continente,Gelado Tiramisu Continente,Continente,Continente,emb. 950 ml,Tubs
8020337,Continente,Gelado Doce de Leite Continente,Continente,Continente,emb. 950 ml,Tubs
7224301,Continente,Gelado de Caramelo e Biscoito Twix,Twix,Twix,emb. 204 gr (6 un),Bars
7430573,Continente,Gelado Mini Magníficos Sortido de Clássicos Continente,Continente,Continente,emb. 600 ml (12 un),Sticks
3884864,Auchan,GELADO CORNETTO BAUNILHA 4X90ML,CORNETTO,Cornetto,90ML,Cones
986154,Auchan,GELADOS DE LEITE AUCHAN CHOCOLATE MORANGO E BAUNILHA 6X100ML,AUCHAN,Auchan,100ML,Sticks
3741582,Auchan,GELADO O GELADO BANOFFEE (ECONOMIA CIRCULAR) 460ML,O GELADO,O Gelado,460ML,Pints
2695804,Auchan,GELADO MAGNUM MULTIPACK MINI DOUBLE CARAMELO 6X60ML,MAGNUM,Magnum,60ML,Sticks
7947230,Continente,Gelado Caramelo Salgado Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
42361,Auchan,GELADO HÄAGEN-DAZS NOZES DE MACADÂMIA 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
8795883,Continente,Gelado Morango Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),
998878,PingoDoce,Cookies Congeladas,Pingo Doce,Pingo Doce,"0.54 Kg | 7,2 €/Kg",Other
3493331,Auchan,GELADO RAFFAELLO 4X47G,RAFFAELLO,Raffaello,47G,Sticks
3466370,Auchan,GELADO MULTIPACK OLÁ CALIPPO COLA 525ML,OLÁ,Olá,525ML,Pots
2461049,Auchan,GELADO MAGNUM MULTIPACK MINI DOUBLE FRAMBOESA 6X60ML,MAGNUM,Magnum,60ML,Sticks
3885990,Auchan,GELADO PALITO AUCHAN CARAMELO SALGADO 4X100ML,AUCHAN,Auchan,100ML,Sticks
2241775,Auchan,GELADO AUCHAN RUM COM PASSAS DE UVA 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3737482,Auchan,GELADO MAGNUM MULTIPACK SORTIDO 8UN,MAGNUM,Magnum,Quantidade não disponível,Sticks
2171344,Auchan,GELADO CORNETTO MULTIPACK CLÁSSICO 6X90ML,CORNETTO,Cornetto,90ML,Cones
7778850,Continente,Gelado Mini Double Framboesa Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
3775848,Auchan,GELADO BEN & JERRY'S KARAMEL SUTRA 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
7931544,Continente,Gelado Baunilha e Brownie de Caramelo Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
3617290,Auchan,GELADO OLÁ SANDWICH XXL FILIPINOS 4X130ML,OLÁ,Olá,130ML,Sandwich
3790329,Auchan,GELADO MAGNUM BOMBONS WHITE CHOCOLATE 12X17ML,MAGNUM,Magnum,17ML,Bites
2171340,Auchan,GELADO CORNETTO MULTIPACK MORANGO 6X90ML,CORNETTO,Cornetto,90ML,Cones
2461047,Auchan,GELADO MAGNUM PINT AMÊNDOAS 440ML,MAGNUM,Magnum,440ML,Pints
3482666,Auchan,GELADO AUCHAN COCO COM COBERTURA CHOCOLATE BRANCO 4X70ML,AUCHAN,Auchan,70ML,Sticks
3890258,Auchan,GELADO PALITO AUCHAN CHOCOLATE BRANCO 4X110ML,AUCHAN,Auchan,110ML,Sticks
8020413,Continente,Gelado Proteína Caramelo Salgado Continente,Continente,Continente,emb. 500 ml,Pints
42354,Auchan,GELADO HÄAGEN-DAZS MORANGO 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
3790059,Auchan,GELADO OLÁ BOLACHA & CHOCOLATE 900ML,OLÁ,Olá,900ML,Tubs
669374,PingoDoce,Miolo de Camarão Gigante 15/30,Pescanova,Pescanova,"0.25 Kg | 27,96 €/Kg",
3790058,Auchan,GELADO OLÁ FRUTOS EXÓTICOS 900ML,OLÁ,Olá,900ML,Tubs
42359,Auchan,GELADO HÄAGEN-DAZS BAUNILHA PRALINE 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
7781535,Continente,Gelado Chocolate Brownie Continente,Continente,Continente,emb. 950 ml,Tubs
7335491,Continente,Gelado Double Gold Caramelo Billionaire Magnum,Magnum,Magnum,emb. 440 ml,Pints
7947225,Continente,Gelado Chocolate Brownie Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
6923800,Continente,Gelado Icónico Morango Continente,Continente,Continente,emb. 720 ml (6 un),Cones
3474182,Auchan,GELADO HÄAGEN-DAZS MINI JOYS COLLECTION 4X95ML,HÄAGEN-DAZS,Häagen-Dazs,95ML,Cups
3889424,Auchan,SORBET AUCHAN MORANGO C/PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
6787662,Continente,Gelado Cheesecake Morango Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
7521862,Continente,Gelado Cola Calippo,Calippo,Calippo,emb. 105 ml (5 un),Pots
3774382,Auchan,GELADO DANONINO MORANGO BANANA 6X50 ML,DANONINO,Danonino,50 ML,Sticks
3737471,Auchan,GELADO MAGNUM MENTA 3X100 ML,MAGNUM,Magnum,100 ML,Sticks
3790056,Auchan,GELADO OLÁ CARAMELO SALGADO 900ML,OLÁ,Olá,900ML,Tubs
42357,Auchan,GELADO HÄAGEN-DAZS COOKIES & CREAM 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
2241768,Auchan,GELADO AUCHAN CONE MENTA CHOCOLATE 6X120ML,AUCHAN,Auchan,120ML,Cones
3613168,Auchan,SACO TÉRMICO CONGELADOS AUCHAN 44.5 X 39 X 20 CM,AUCHAN,Auchan,Quantidade não disponível,Other
2366250,Auchan,GELADO AUCHAN TRONCO 3 CHOCOLATES 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
7944223,Continente,Gelado Iogurte e Frutos Vermelhos Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
3744304,Auchan,GELADO NESTLÉ PIRULO FANTASMIKOS 15X15ML,NESTLÉ,Nestlé,15ML,Sticks
3557031,Auchan,SORVETE TRIBE AÇAI 160 ML,TRIBE,Tribe,160 ML,Pints
986125,Auchan,SORBET AUCHAN MANGA 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
6787649,Continente,Gelado Cookies & Cream Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
986118,Auchan,SORBET AUCHAN ANANÁS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3484386,Auchan,GELADO THE ICELY BROTHERS VEGAN FRAMBOESA CAKEDOUGH BIO 460ML,THE ICELY BROTHERS,The Icely Brothers,460ML,Pints
8020412,Continente,Gelado Proteína Biscoito Continente,Continente,Continente,emb. 500 ml,Pints
2211953,Continente,Tarte Gelada Baunilha Viennetta,Viennetta,Viennetta,emb. 650 ml,Cakes
3890437,Auchan,GELADO PALITO AUCHAN PISTACHIO 4X100ML,AUCHAN,Auchan,100ML,Sticks
4886486,Continente,Gelado Super Mix Calippo,Calippo,Calippo,emb. 525 ml (5 un),Pots
3890537,Auchan,GELADO PALITO AUCHAN CAFÉ 4X100ML,AUCHAN,Auchan,100ML,Sticks
656959,Auchan,GELADO PALITO AUCHAN BAUNILHA E CHOCOLATE LEITE 4X120ML,AUCHAN,Auchan,120ML,Sticks
7975649,Continente,"Gelado Chocolate Clássico, Amêndoa e Chocolate Branco Magnum",Magnum,Magnum,emb. 720 ml (8 un),Sticks
3872288,Auchan,GELADO O GELADO SORBET BANANA (ECONOMIA CIRCULAR) 460 ML,O GELADO,O Gelado,460 ML,Pints
8457452,Continente,Gelado Bolo Chocolate e Brownie Vegan Swee,Swee,Swee,emb. 450 ml,Pints
8456481,Continente,Gelado Chocolate Cornetto Soft Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
3903976,Auchan,GELADO VEGAN SWEE CHOCOLAE CAKE WITH BROWNIES 450 ML,SWEE,Swee,450 ML,Pints
8391751,Continente,Gelado Chocolate de Leite e Noz Macadâmia Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),Sticks
3994376,Auchan,GELADO BEN & JERRY'S SWEET MANGO 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
8456370,Continente,Gelado Dough My Goodness Continente,Continente,Continente,emb. 500 ml,Pints
8457558,Continente,Gelado Baunilha sem Açúcar Continente,Continente,Continente,emb. 500 ml,Pints
3725694,Auchan,GELADO CARTE D'OR CHOCOLATE BROWNIE 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
7018489,Continente,Gelado Baunilha e Chocolate Continente,Continente,Continente,emb. 2 lt,Tubs
3903345,Auchan,GELADO PALITO AUCHAN BAUNILHA AMÊNDOAS 4X120ML,AUCHAN,Auchan,120ML,Sticks
4012908,Auchan,GELADO AUCHAN TUTTI FRUTTI 5UN 375ML,AUCHAN,Auchan,375ML,Sticks
3903341,Auchan,SORBET AUCHAN GROSELHA-NEGRA COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
7622308,Continente,Gelado Caramelo e Manteiga de Amendoim com cobertura Chocolate Snickers,Snickers,Snickers,emb. 270 gr (6 un),Bars
8484617,Continente,Gelado de Chocolate Brownielicious Continente,Continente,Continente,emb. 500 ml,Pints
8240635,Continente,Gelado Mini Chocolate Clássico Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
7756099,Continente,Gelado Mini Magníficos Amêndoa e Chocolate Branco Continente,Continente,Continente,emb. 12 un,Sticks
8469993,Continente,Gelado Hella Nuts Continente,Continente,Continente,emb. 500 ml,Pints
7411092,Continente,Gelado Limão e Merengue Continente,Continente,Continente,emb. 950 ml,Tubs
3736044,Auchan,GELADO OLÁ ROL 4X90ML,OLÁ,Olá,90ML,Sticks
3891996,Auchan,GELADO AUCHAN KIDS BAUNILHA CHOCOLATE E MORANGO 12X60ML,AUCHAN,Auchan,60ML,Sticks
2163666,Auchan,GELADO HÄAGEN-DAZS SALTED CARAMEL 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
8391738,Continente,Gelado Chocolate e Cookies Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),Sticks
8457559,Continente,Gelado Morango e Chocolate Vegan Swee,Swee,Swee,emb. 450 ml,Pints
8391749,Continente,Gelado Caramelo Salgado Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),Sticks
3903342,Auchan,SORBET AUCHAN PERA COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
6923901,Continente,Gelado Icónico Chocolate Continente,Continente,Continente,emb. 720 ml (6 un),Cones
8457583,Continente,Gelado Magnífico Chocolate Branco e Morango Continente,Continente,Continente,emb. 600 ml (6 un),Sticks
485998,PingoDoce,Gelado Mini Sandwich,Pingo Doce,Pingo Doce,"0.51 L | 5,86 €/L",Sandwich
4012904,Auchan,GELADO AUCHAN COOKIE DOUGH 500ML,AUCHAN,Auchan,500ML,Pints
8243396,Continente,Gelado Mini Utopia Double Avelã Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
3751941,Auchan,GELADO MOCHI NOKU COCO 210G ( 6UN ),NOKU,Noku,210G,Bites
4012901,Auchan,GELADO AUCHAN CARAMELO SALGADO COM PEDAÇOS 500ML,AUCHAN,Auchan,500ML,Pints
3903346,Auchan,GELADO AUCHAN BIO BAUNILHA 900ML,AUCHAN BIO,Auchan,900ML,Tubs
